Config, run1, run2, run3, run4, run5, M, N, R, operation
O3_transpose, 3.2678e-05, 3.1995e-05, 3.0146e-05, 2.965e-05, 2.8687e-05, 100, 100, 100, 5
O3_transpose, 0.000870293, 0.000871554, 0.000928387, 0.000804352, 0.000876771, 500, 500, 500, 5
O3_transpose, 0.00362472, 0.00323873, 0.0031976, 0.00314723, 0.00326485, 1000, 1000, 1000, 5
O3_transpose, 0.0149063, 0.0140871, 0.0143766, 0.0143607, 0.0150098, 2000, 2000, 2000, 5
O3_transpose, 0.115422, 0.121087, 0.125298, 0.122546, 0.122168, 4000, 4000, 4000, 5
O3_sub_mul, 6.0585e-05, 5.0009e-05, 4.9155e-05, 4.7935e-05, 6.3722e-05, 100, 100, 100, 6
O3_sub_mul, 0.00189101, 0.00193992, 0.00188995, 0.00198741, 0.00191537, 500, 500, 500, 6
O3_sub_mul, 0.00503209, 0.00483733, 0.00488261, 0.00494592, 0.00483061, 1000, 1000, 1000, 6
O3_sub_mul, 0.0343746, 0.0339304, 0.0346971, 0.0348261, 0.034751, 2000, 2000, 2000, 6
O3_sub_mul, 0.133428, 0.136077, 0.132306, 0.132434, 0.13301, 4000, 4000, 4000, 6
fastmath_add, 0.000189918, 0.000174814, 0.0001873, 0.000197078, 0.000191283, 100, 100, 100, 1
fastmath_add, 0.00484649, 0.00491912, 0.00462694, 0.00465076, 0.0046117, 500, 500, 500, 1
fastmath_add, 0.0180539, 0.0185106, 0.0174098, 0.0177805, 0.017446, 1000, 1000, 1000, 1
fastmath_add, 0.0754491, 0.089449, 0.0742886, 0.0721596, 0.0732938, 2000, 2000, 2000, 1
fastmath_add, 0.296777, 0.301695, 0.29064, 0.293659, 0.296027, 4000, 4000, 4000, 1
fastmath_sub, 0.000173302, 0.000174278, 0.000192624, 0.000189147, 0.000195326, 100, 100, 100, 2
fastmath_sub, 0.00468369, 0.00478733, 0.00525225, 0.00459946, 0.00474937, 500, 500, 500, 2
fastmath_sub, 0.0178243, 0.0184608, 0.0184288, 0.0178778, 0.01795, 1000, 1000, 1000, 2
fastmath_sub, 0.0729598, 0.0726705, 0.0759257, 0.0739953, 0.0733325, 2000, 2000, 2000, 2
fastmath_sub, 0.314698, 0.316151, 0.29759, 0.305549, 0.29423, 4000, 4000, 4000, 2
fastmath_matmul, 0.00807438, 0.00792577, 0.0078379, 0.0079039, 0.00797774, 100, 100, 100, 3
fastmath_matmul, 0.934492, 0.963138, 0.949469, 0.951343, 0.937406, 500, 500, 500, 3
fastmath_scalar, 0.0001289, 0.000134636, 0.000131115, 0.000174092, 0.000198796, 100, 100, 100, 4
fastmath_scalar, 0.00339661, 0.00336065, 0.00325205, 0.00356506, 0.00340245, 500, 500, 500, 4
fastmath_scalar, 0.0111621, 0.0118288, 0.0117643, 0.0117673, 0.0124219, 1000, 1000, 1000, 4
fastmath_scalar, 0.0492051, 0.0472511, 0.0470967, 0.0531318, 0.0503656, 2000, 2000, 2000, 4
fastmath_scalar, 0.206267, 0.218159, 0.206564, 0.207947, 0.201198, 4000, 4000, 4000, 4
fastmath_transpose, 0.000120241, 0.000148112, 0.00013018, 0.000129743, 0.000129993, 100, 100, 100, 5
fastmath_transpose, 0.00338637, 0.00314598, 0.00548012, 0.00343178, 0.00337452, 500, 500, 500, 5
fastmath_transpose, 0.0122339, 0.012623, 0.0128886, 0.0130835, 0.0125829, 1000, 1000, 1000, 5
fastmath_transpose, 0.051056, 0.050792, 0.0505862, 0.0497764, 0.0489538, 2000, 2000, 2000, 5
fastmath_transpose, 0.254258, 0.268898, 0.262694, 0.256446, 0.25004, 4000, 4000, 4000, 5
