Config, run1, run2, run3, run4, run5, M, N, R, operation
O3_transpose, 0.000259296, 0.000194595, 0.00287327, 0.0096847, 0.000306767, 100, 100, 100, 5
O3_transpose, 0.00108716, 0.00116836, 0.00169517, 0.00316265, 0.00160062, 500, 500, 500, 5
O3_transpose, 0.00311231, 0.0117927, 0.0043673, 0.0143679, 0.00635407, 1000, 1000, 1000, 5
O3_transpose, 0.00846421, 0.00766365, 0.00902647, 0.00830558, 0.00795307, 2000, 2000, 2000, 5
O3_transpose, 0.0948078, 0.090209, 0.0943277, 0.0933789, 0.0915816, 4000, 4000, 4000, 5
O3_sub_mul, 0.000530182, 0.000262222, 0.000262661, 0.000221634, 0.00464962, 100, 100, 100, 6
O3_sub_mul, 0.00392942, 0.00335357, 0.0158813, 0.0147559, 0.026311, 500, 500, 500, 6
O3_sub_mul, 0.0286446, 0.0143654, 0.0119311, 0.0108837, 0.0187536, 1000, 1000, 1000, 6
O3_sub_mul, 0.0487221, 0.0326862, 0.0298805, 0.0271457, 0.0323579, 2000, 2000, 2000, 6
O3_sub_mul, 0.178571, 0.172304, 0.174853, 0.173723, 0.175946, 4000, 4000, 4000, 6
fastmath_add, 0.00288732, 0.000334378, 0.00272687, 0.012499, 0.000278324, 100, 100, 100, 1
fastmath_add, 0.00331907, 0.0104747, 0.00606199, 0.0161648, 0.0117117, 500, 500, 500, 1
fastmath_add, 0.0143408, 0.0125221, 0.0141467, 0.0161898, 0.0164473, 1000, 1000, 1000, 1
fastmath_add, 0.046791, 0.0489133, 0.0481168, 0.0467824, 0.0469614, 2000, 2000, 2000, 1
fastmath_add, 0.209373, 0.214618, 0.21193, 0.209609, 0.216182, 4000, 4000, 4000, 1
fastmath_sub, 0.00031159, 0.000284096, 0.00314788, 0.00402234, 0.00587738, 100, 100, 100, 2
fastmath_sub, 0.00473785, 0.00500833, 0.00614414, 0.0105975, 0.00561502, 500, 500, 500, 2
fastmath_sub, 0.0195491, 0.0122702, 0.0113782, 0.0203153, 0.0119035, 1000, 1000, 1000, 2
fastmath_sub, 0.0477628, 0.0528394, 0.0511031, 0.0465696, 0.0457953, 2000, 2000, 2000, 2
fastmath_sub, 0.211267, 0.214672, 0.21257, 0.210112, 0.221503, 4000, 4000, 4000, 2
fastmath_matmul, 0.00397022, 0.00503431, 0.00476948, 0.00436857, 0.00961547, 100, 100, 100, 3
fastmath_matmul, 0.0930816, 0.101296, 0.0913822, 0.0944248, 0.0989718, 500, 500, 500, 3
fastmath_matmul, 0.679093, 0.65361, 0.666235, 0.696236, 0.712618, 1000, 1000, 1000, 3
fastmath_matmul, 5.10647, 5.26899, 4.90105, 5.31802, 5.04896, 2000, 2000, 2000, 3
fastmath_matmul, 39.8427, 35.2054, 31.5114, 32.9311, 32.1995, 4000, 4000, 4000, 3
fastmath_scalar, 0.000231262, 0.000185221, 0.000228083, 0.000193813, 0.000221891, 100, 100, 100, 4
fastmath_scalar, 0.00222819, 0.00993473, 0.00687455, 0.00237522, 0.00226322, 500, 500, 500, 4
fastmath_scalar, 0.0117438, 0.0100944, 0.0101909, 0.00902923, 0.00779537, 1000, 1000, 1000, 4
fastmath_scalar, 0.0287055, 0.0270408, 0.0320353, 0.0369664, 0.0263925, 2000, 2000, 2000, 4
fastmath_scalar, 0.147189, 0.122863, 0.125598, 0.138082, 0.129754, 4000, 4000, 4000, 4
fastmath_transpose, 0.00019973, 0.000212639, 0.00025113, 0.000321809, 0.00021267, 100, 100, 100, 5
fastmath_transpose, 0.00238054, 0.00223483, 0.00967196, 0.00223498, 0.00218343, 500, 500, 500, 5
fastmath_transpose, 0.00712594, 0.0112736, 0.00699235, 0.00945127, 0.00691, 1000, 1000, 1000, 5
fastmath_transpose, 0.0268815, 0.0260996, 0.0357584, 0.0344302, 0.0371002, 2000, 2000, 2000, 5
fastmath_transpose, 0.139601, 0.134764, 0.136182, 0.131398, 0.131576, 4000, 4000, 4000, 5
fastmath_sub_mul, 0.000340987, 0.000361718, 0.000348976, 0.00802137, 0.000375024, 100, 100, 100, 6
fastmath_sub_mul, 0.0239003, 0.00557546, 0.00569866, 0.0104232, 0.00583894, 500, 500, 500, 6
fastmath_sub_mul, 0.0199254, 0.0209023, 0.0196903, 0.0198274, 0.0204153, 1000, 1000, 1000, 6
fastmath_sub_mul, 0.0716789, 0.0887807, 0.0721326, 0.0963333, 0.0858389, 2000, 2000, 2000, 6
fastmath_sub_mul, 0.339682, 0.309176, 0.327943, 0.313961, 0.313398, 4000, 4000, 4000, 6
native_add, 0.0002483, 0.00354977, 0.00883958, 0.000238447, 0.000876749, 100, 100, 100, 1
native_add, 0.0100058, 0.00257672, 0.00495572, 0.00435267, 0.00971681, 500, 500, 500, 1
native_add, 0.0129973, 0.00906524, 0.00928263, 0.00977515, 0.00903339, 1000, 1000, 1000, 1
native_add, 0.0336195, 0.0339171, 0.0339193, 0.0328673, 0.0332734, 2000, 2000, 2000, 1
native_add, 0.150927, 0.150752, 0.15649, 0.153433, 0.186479, 4000, 4000, 4000, 1
native_sub, 0.00278511, 0.00306322, 0.00270352, 0.00226643, 0.00287182, 100, 100, 100, 2
native_sub, 0.027595, 0.00249027, 0.00504323, 0.00251489, 0.00935102, 500, 500, 500, 2
native_sub, 0.00895378, 0.00912012, 0.00966785, 0.0109334, 0.0148695, 1000, 1000, 1000, 2
native_sub, 0.0351842, 0.0348947, 0.0365502, 0.0343852, 0.0383726, 2000, 2000, 2000, 2
native_sub, 0.159269, 0.155175, 0.176989, 0.154085, 0.164949, 4000, 4000, 4000, 2
native_matmul, 0.00367552, 0.00391368, 0.00392457, 0.00707276, 0.00545399, 100, 100, 100, 3
native_matmul, 0.0750042, 0.0699848, 0.0693547, 0.0691108, 0.0690966, 500, 500, 500, 3
native_matmul, 0.504283, 0.494199, 0.493173, 0.51464, 0.489404, 1000, 1000, 1000, 3
native_matmul, 3.95675, 3.87732, 4.0777, 3.98534, 4.05811, 2000, 2000, 2000, 3
native_matmul, 32.3681, 32.9538, 31.7212, 31.8066, 31.487, 4000, 4000, 4000, 3
native_scalar, 0.000223754, 0.000241421, 0.000201584, 0.00619177, 0.000233438, 100, 100, 100, 4
native_scalar, 0.00218041, 0.00210952, 0.00215871, 0.00211351, 0.0100786, 500, 500, 500, 4
native_scalar, 0.0095699, 0.00779309, 0.0106171, 0.00952303, 0.00993046, 1000, 1000, 1000, 4
native_scalar, 0.0269693, 0.0267471, 0.0263272, 0.0279888, 0.0276843, 2000, 2000, 2000, 4
native_scalar, 0.123126, 0.12522, 0.125371, 0.1236, 0.123764, 4000, 4000, 4000, 4
