Config, run1, run2, run3, run4, run5, M, N, R, operation , threads
fO3native_sub_mul, 8.3457e-05, 7.4304e-05, 8.0292e-05, 8.1845e-05, 8.4549e-05, 100, 100, 100, 6 , 1
fO3native_sub_mul, 0.00187787, 0.00179371, 0.00179184, 0.00178266, 0.00170656, 500, 500, 500, 6 , 1
fO3native_sub_mul, 0.00367675, 0.00373115, 0.00382969, 0.00357555, 0.0036391, 1000, 1000, 1000, 6 , 1
fO3native_sub_mul, 0.0129866, 0.0128785, 0.0126812, 0.012813, 0.0126879, 2000, 2000, 2000, 6 , 1
fO3native_sub_mul, 0.0518833, 0.0519461, 0.0507543, 0.0520655, 0.0515286, 4000, 4000, 4000, 6 , 1
fO3native_add, 0.000121926, 0.000125771, 0.000124598, 0.000123348, 0.000125531, 10, 10, 10, 1 , 2
fO3native_add, 0.000112582, 0.000127034, 0.000127544, 0.000108876, 0.000126431, 25, 25, 25, 1 , 2
fO3native_add, 0.000154976, 0.000155686, 0.000139563, 0.000173103, 0.000142342, 50, 50, 50, 1 , 2
fO3native_add, 0.000158271, 0.000163117, 0.000169849, 0.000146092, 0.00017044, 100, 100, 100, 1 , 2
fO3native_add, 0.000905457, 0.000985599, 0.00103158, 0.00100096, 0.00088064, 500, 500, 500, 1 , 2
fO3native_add, 0.00152503, 0.00151215, 0.00143534, 0.00144647, 0.00169993, 1000, 1000, 1000, 1 , 2
fO3native_add, 0.00530924, 0.00554941, 0.00534157, 0.00535823, 0.00540377, 2000, 2000, 2000, 1 , 2
fO3native_add, 0.0213879, 0.0205562, 0.0198682, 0.0206413, 0.0198902, 4000, 4000, 4000, 1 , 2
fO3native_sub, 0.000118161, 0.000108084, 0.000127974, 0.000110759, 0.000122827, 10, 10, 10, 2 , 2
fO3native_sub, 0.000126303, 0.000129477, 0.000135516, 0.000109277, 0.000109324, 25, 25, 25, 2 , 2
fO3native_sub, 0.000123776, 0.000133983, 0.000140723, 0.000119932, 0.000168456, 50, 50, 50, 2 , 2
fO3native_sub, 0.000144166, 0.000171411, 0.000142798, 0.000175262, 0.000148677, 100, 100, 100, 2 , 2
fO3native_sub, 0.00101252, 0.000832797, 0.00105076, 0.000998399, 0.000909615, 500, 500, 500, 2 , 2
fO3native_sub, 0.00179602, 0.00148842, 0.00182797, 0.00157937, 0.0019221, 1000, 1000, 1000, 2 , 2
fO3native_sub, 0.00540773, 0.00548165, 0.00540496, 0.00533414, 0.0052952, 2000, 2000, 2000, 2 , 2
fO3native_sub, 0.0206776, 0.0204319, 0.0205249, 0.0204484, 0.0195046, 4000, 4000, 4000, 2 , 2
fO3native_matmul, 0.00054547, 0.000555811, 0.000547668, 0.000555984, 0.000555017, 10, 10, 10, 3 , 2
fO3native_matmul, 0.000552289, 0.000587762, 0.000543488, 0.000546831, 0.000546643, 25, 25, 25, 3 , 2
fO3native_matmul, 0.000614157, 0.000631301, 0.000617682, 0.000608243, 0.00062147, 50, 50, 50, 3 , 2
fO3native_matmul, 0.000701982, 0.000662134, 0.000675919, 0.000732755, 0.000767608, 100, 100, 100, 3 , 2
fO3native_matmul, 0.00494222, 0.00531171, 0.00639651, 0.00487818, 0.00702533, 500, 500, 500, 3 , 2
fO3native_matmul, 0.0313362, 0.0236815, 0.025981, 0.0326841, 0.0236711, 1000, 1000, 1000, 3 , 2
fO3native_matmul, 0.171064, 0.19388, 0.186794, 0.195107, 0.185084, 2000, 2000, 2000, 3 , 2
fO3native_matmul, 1.38078, 1.38569, 1.37205, 1.38661, 1.41863, 4000, 4000, 4000, 3 , 2
fO3native_scalar, 0.000118771, 0.0001309, 0.000106842, 0.000140695, 0.00011172, 10, 10, 10, 4 , 2
fO3native_scalar, 0.00013117, 0.000120619, 0.000113614, 0.000126532, 0.000195047, 25, 25, 25, 4 , 2
fO3native_scalar, 0.000131814, 0.000132301, 0.000132291, 0.000116869, 0.000141696, 50, 50, 50, 4 , 2
fO3native_scalar, 0.000149227, 0.000169748, 0.00017035, 0.000163181, 0.000168847, 100, 100, 100, 4 , 2
fO3native_scalar, 0.000990126, 0.00106621, 0.00100489, 0.000915482, 0.000916084, 500, 500, 500, 4 , 2
fO3native_scalar, 0.0015876, 0.00140845, 0.00162733, 0.00136275, 0.00139158, 1000, 1000, 1000, 4 , 2
fO3native_scalar, 0.00490513, 0.0050338, 0.00498731, 0.00502111, 0.0050084, 2000, 2000, 2000, 4 , 2
