Config, run1, run2, run3, run4, run5, M, N, R, operation
fastmath_sub, 0.00280404, 0.00275736, 0.00273962, 0.00274223, 0.0027395, 500, 500, 500, 2
fastmath_sub, 0.00934324, 0.00927165, 0.00926003, 0.00925724, 0.00924217, 1000, 1000, 1000, 2
fastmath_sub, 0.035997, 0.0360638, 0.0360244, 0.0360393, 0.0359779, 2000, 2000, 2000, 2
fastmath_sub, 0.141767, 0.141814, 0.141737, 0.142044, 0.141981, 4000, 4000, 4000, 2
fastmath_matmul, 0.00122793, 0.00122001, 0.00123087, 0.00120958, 0.00120773, 100, 100, 100, 3
fastmath_matmul, 0.130306, 0.130296, 0.130106, 0.130282, 0.130377, 500, 500, 500, 3
fastmath_matmul, 1.00717, 1.00761, 1.00764, 1.00766, 1.00724, 1000, 1000, 1000, 3
fastmath_matmul, 8.02352, 8.01933, 8.02203, 8.02152, 8.02542, 2000, 2000, 2000, 3
fastmath_matmul, 64.0509, 63.7077, 63.7009, 63.7085, 63.6939, 4000, 4000, 4000, 3
fastmath_scalar, 0.000107273, 9.4224e-05, 9.3613e-05, 9.7077e-05, 9.3042e-05, 100, 100, 100, 4
fastmath_scalar, 0.00233423, 0.00223076, 0.00222996, 0.0021713, 0.00223415, 500, 500, 500, 4
fastmath_scalar, 0.00744198, 0.00733427, 0.00730995, 0.00739402, 0.00732794, 1000, 1000, 1000, 4
fastmath_scalar, 0.0288894, 0.0288797, 0.0288654, 0.02867, 0.0287798, 2000, 2000, 2000, 4
fastmath_scalar, 0.112183, 0.112497, 0.112523, 0.112659, 0.112513, 4000, 4000, 4000, 4
fastmath_transpose, 8.7844e-05, 8.4188e-05, 8.2065e-05, 8.1615e-05, 8.1794e-05, 100, 100, 100, 5
fastmath_transpose, 0.00218356, 0.00202572, 0.00201872, 0.00201334, 0.00202309, 500, 500, 500, 5
fastmath_transpose, 0.00646649, 0.00627854, 0.00631972, 0.00626057, 0.00630878, 1000, 1000, 1000, 5
fastmath_transpose, 0.0248881, 0.0248668, 0.024896, 0.0249055, 0.0249909, 2000, 2000, 2000, 5
fastmath_transpose, 0.102496, 0.102036, 0.103894, 0.101851, 0.103271, 4000, 4000, 4000, 5
fastmath_sub_mul, 0.00021666, 0.000213316, 0.000207136, 0.000217892, 0.000205214, 100, 100, 100, 6
fastmath_sub_mul, 0.00560179, 0.00523884, 0.00527141, 0.0053118, 0.00528258, 500, 500, 500, 6
fastmath_sub_mul, 0.0173806, 0.0173137, 0.0172609, 0.0173166, 0.0172933, 1000, 1000, 1000, 6
fastmath_sub_mul, 0.0662779, 0.0667411, 0.0661804, 0.0661917, 0.0664681, 2000, 2000, 2000, 6
fastmath_sub_mul, 0.262619, 0.263239, 0.262294, 0.26242, 0.261934, 4000, 4000, 4000, 6
native_add, 0.000118011, 0.000120384, 0.000119722, 0.000113253, 0.00011226, 100, 100, 100, 1
native_add, 0.00281661, 0.00277281, 0.00276908, 0.00277254, 0.00278855, 500, 500, 500, 1
native_add, 0.00933387, 0.00930327, 0.00930028, 0.00943735, 0.00931847, 1000, 1000, 1000, 1
native_add, 0.0359757, 0.0360205, 0.036023, 0.0360337, 0.0360719, 2000, 2000, 2000, 1
native_add, 0.141786, 0.141891, 0.14176, 0.141744, 0.141749, 4000, 4000, 4000, 1
native_sub, 0.000119523, 0.000114125, 0.000112622, 0.000112862, 0.000113394, 100, 100, 100, 2
native_sub, 0.00282623, 0.00279324, 0.00275937, 0.00279152, 0.00277641, 500, 500, 500, 2
native_sub, 0.00935536, 0.00931987, 0.00933983, 0.00931707, 0.00933394, 1000, 1000, 1000, 2
native_sub, 0.0360173, 0.0359743, 0.0360631, 0.0360743, 0.0360534, 2000, 2000, 2000, 2
native_sub, 0.141715, 0.14181, 0.14173, 0.141703, 0.141583, 4000, 4000, 4000, 2
native_matmul, 0.00123211, 0.00122748, 0.00122127, 0.00122672, 0.0012185, 100, 100, 100, 3
native_matmul, 0.13179, 0.131371, 0.13179, 0.131838, 0.131733, 500, 500, 500, 3
native_matmul, 1.01853, 1.01493, 1.01602, 1.01511, 1.0155, 1000, 1000, 1000, 3
native_matmul, 8.07829, 8.07854, 8.08632, 8.07724, 8.07831, 2000, 2000, 2000, 3
native_matmul, 64.4356, 64.4523, 64.4452, 64.4379, 64.4434, 4000, 4000, 4000, 3
native_scalar, 9.2981e-05, 8.7434e-05, 8.6251e-05, 8.627e-05, 9.5256e-05, 100, 100, 100, 4
